"Host","Opponent","Date","Tm","Opp","Tm_odd","Opp_odd","Year"
"DEN","NOP","Apr 03, 2014","137","107","1.59","2.45","2014"
"SAS","GSW","Apr 03, 2014","111","90","1.18","5.27","2014"
"MIN","MEM","Apr 03, 2014","102","88","2.68","1.50","2014"
"ATL","CLE","Apr 04, 2014","117","98","1.82","2.03","2014"
"BOS","PHI","Apr 04, 2014","102","111","1.20","4.85","2014"
"BRK","DET","Apr 04, 2014","116","104","1.18","5.25","2014"
"MIA","MIN","Apr 04, 2014","121","122","1.25","4.23","2014"
"NYK","WAS","Apr 04, 2014","89","90","1.49","2.73","2014"
"CHO","ORL","Apr 04, 2014","91","80","1.18","5.32","2014"
"MEM","DEN","Apr 04, 2014","100","92","1.20","4.89","2014"
"TOR","IND","Apr 04, 2014","102","94","2.05","1.81","2014"
"LAC","DAL","Apr 04, 2014","107","113","1.56","2.51","2014"
"OKC","SAS","Apr 04, 2014","106","94","1.59","2.44","2014"
"CLE","CHO","Apr 05, 2014","94","96","1.59","2.44","2014"
"DET","BOS","Apr 05, 2014","115","111","1.38","3.16","2014"
"PHI","BRK","Apr 05, 2014","101","105","6.13","1.14","2014"
"ORL","MIN","Apr 05, 2014","100","92","2.32","1.65","2014"
"WAS","CHI","Apr 05, 2014","78","96","1.74","2.15","2014"
"GSW","SAC","Apr 05, 2014","102","69","1.22","4.55","2014"
"LAL","DAL","Apr 05, 2014","95","107","4.12","1.26","2014"
"POR","PHO","Apr 05, 2014","93","109","1.53","2.60","2014"
"HOU","OKC","Apr 05, 2014","111","107","1.70","2.23","2014"
"UTA","NOP","Apr 05, 2014","100","96","1.71","2.21","2014"
"CHI","MIL","Apr 05, 2014","102","90","1.11","7.17","2014"
"HOU","DEN","Apr 06, 2014","130","125","1.13","6.33","2014"
"SAS","MEM","Apr 06, 2014","112","92","1.32","3.57","2014"
"IND","ATL","Apr 06, 2014","88","107","1.27","3.98","2014"
"SAC","DAL","Apr 06, 2014","91","93","3.70","1.30","2014"
"LAC","LAL","Apr 06, 2014","120","97","1.03","15.31","2014"
"MIA","NYK","Apr 06, 2014","102","91","1.34","3.41","2014"
"MIL","TOR","Apr 06, 2014","98","102","3.39","1.35","2014"
"GSW","UTA","Apr 07, 2014","130","102","1.10","7.56","2014"
"PHO","OKC","Apr 07, 2014","122","115","2.26","1.68","2014"
"POR","NOP","Apr 07, 2014","100","94","1.18","5.40","2014"
"ATL","DET","Apr 08, 2014","95","102","1.30","3.74","2014"
"ATL","BOS","Apr 09, 2014","105","97","1.30","3.64","2014"
"CLE","DET","Apr 09, 2014","122","100","1.34","3.45","2014"
"ORL","BRK","Apr 09, 2014","115","111","2.76","1.47","2014"
"TOR","PHI","Apr 09, 2014","125","114","1.07","10.11","2014"
"WAS","CHO","Apr 09, 2014","88","94","1.45","2.85","2014"
"LAL","HOU","Apr 09, 2014","130","145","4.92","1.20","2014"
"SAC","OKC","Apr 09, 2014","92","107","5.01","1.19","2014"
"UTA","DAL","Apr 09, 2014","83","95","3.68","1.30","2014"
"MIA","BRK","Apr 09, 2014","87","88","1.31","3.65","2014"
"MIN","SAS","Apr 09, 2014","110","91","3.71","1.30","2014"
"DEN","MEM","Apr 01, 2014","92","94","2.64","1.51","2014"
"UTA","NYK","Apr 01, 2014","83","92","2.46","1.59","2014"
"CHI","BOS","Apr 01, 2014","94","80","1.19","5.14","2014"
"MIN","LAC","Apr 01, 2014","104","114","2.30","1.66","2014"
"NOP","SAC","Apr 01, 2014","97","102","1.52","2.62","2014"
"ATL","CHI","Apr 02, 2014","92","105","2.14","1.75","2014"
"MIA","MIL","Apr 02, 2014","96","77","1.07","10.06","2014"
"IND","DET","Apr 02, 2014","101","94","1.15","5.93","2014"
"NYK","BRK","Apr 02, 2014","110","81","1.70","2.22","2014"
"ORL","CLE","Apr 02, 2014","98","119","2.10","1.78","2014"
"PHI","CHO","Apr 02, 2014","93","123","4.25","1.25","2014"
"TOR","HOU","Apr 02, 2014","107","103","1.79","2.08","2014"
"WAS","BOS","Apr 02, 2014","118","92","1.25","4.23","2014"
"LAL","POR","Apr 02, 2014","112","124","4.17","1.25","2014"
"DAL","GSW","Apr 02, 2014","120","122","1.48","2.76","2014"
"BRK","HOU","Apr 02, 2014","105","96","1.62","2.39","2014"
"DAL","LAC","Mar 27, 2014","103","109","1.92","1.91","2014"
"HOU","PHI","Mar 27, 2014","120","98","1.02","17.81","2014"
"MIL","LAL","Mar 27, 2014","108","105","1.73","2.18","2014"
"ATL","POR","Mar 27, 2014","85","100","2.76","1.48","2014"
"UTA","MEM","Mar 27, 2014","87","91","4.32","1.24","2014"
"SAC","NYK","Mar 27, 2014","99","107","2.18","1.72","2014"
"SAS","DEN","Mar 27, 2014","108","103","1.06","10.41","2014"
"IND","MIA","Mar 27, 2014","84","83","1.80","2.05","2014"
"MIN","ATL","Mar 27, 2014","107","83","1.43","2.94","2014"
"NOP","LAC","Mar 27, 2014","98","96","3.68","1.30","2014"
"CHI","POR","Mar 28, 2014","74","91","1.52","2.64","2014"
"MIN","LAL","Mar 28, 2014","143","107","1.12","6.85","2014"
"NOP","UTA","Mar 28, 2014","102","95","1.33","3.44","2014"
"OKC","SAC","Mar 28, 2014","94","81","1.08","9.31","2014"
"BRK","CLE","Mar 28, 2014","108","97","1.23","4.36","2014"
"DET","MIA","Mar 28, 2014","78","110","2.82","1.46","2014"
"ORL","CHO","Mar 28, 2014","110","105","2.64","1.52","2014"
"TOR","BOS","Mar 28, 2014","105","103","1.19","5.04","2014"
"WAS","IND","Mar 28, 2014","91","78","2.02","1.83","2014"
"DAL","SAC","Mar 29, 2014","103","100","1.12","7.13","2014"
"MIL","MIA","Mar 29, 2014","67","88","4.93","1.20","2014"
"SAS","NOP","Mar 29, 2014","96","80","1.05","12.42","2014"
"HOU","LAC","Mar 29, 2014","107","118","1.84","2.01","2014"
"WAS","ATL","Mar 29, 2014","101","97","1.40","3.05","2014"
"PHI","DET","Mar 29, 2014","123","98","3.12","1.39","2014"
"GSW","MEM","Mar 29, 2014","100","93","1.73","2.16","2014"
"PHO","NYK","Mar 29, 2014","112","88","1.40","3.07","2014"
"DEN","SAS","Mar 29, 2014","102","133","3.93","1.28","2014"
"BOS","CHI","Mar 30, 2014","102","107","2.71","1.49","2014"
"BRK","MIN","Mar 30, 2014","114","99","1.56","2.51","2014"
"ORL","TOR","Mar 30, 2014","93","98","2.68","1.50","2014"
"CLE","IND","Mar 30, 2014","90","76","2.90","1.44","2014"
"OKC","UTA","Mar 30, 2014","116","96","1.03","14.83","2014"
"ATL","PHI","Mar 31, 2014","103","95","1.09","8.28","2014"
"DET","MIL","Mar 31, 2014","116","111","1.35","3.32","2014"
"MIA","TOR","Mar 31, 2014","93","83","1.39","3.11","2014"
"CHO","WAS","Mar 31, 2014","100","94","1.68","2.26","2014"
"IND","SAS","Mar 31, 2014","77","103","2.60","1.53","2014"
"LAL","PHO","Mar 31, 2014","115","99","4.98","1.19","2014"
"GSW","NYK","Mar 31, 2014","84","89","1.35","3.37","2014"
"POR","MEM","Mar 31, 2014","105","98","1.78","2.10","2014"
"ATL","NOP","Mar 21, 2014","105","111","1.42","3.01","2014"
"BRK","BOS","Mar 21, 2014","114","98","1.26","4.15","2014"
"MIA","MEM","Mar 21, 2014","91","86","1.50","2.68","2014"
"IND","CHI","Mar 21, 2014","91","79","1.38","3.20","2014"
"PHI","NYK","Mar 21, 2014","92","93","7.72","1.10","2014"
"TOR","OKC","Mar 21, 2014","118","119","2.33","1.64","2014"
"GSW","MIL","Mar 21, 2014","115","110","1.08","8.91","2014"
"POR","WAS","Mar 21, 2014","116","103","1.48","2.77","2014"
"CLE","HOU","Mar 22, 2014","111","118","4.05","1.26","2014"
"CHO","POR","Mar 22, 2014","124","94","1.87","1.97","2014"
"LAL","WAS","Mar 22, 2014","107","117","2.65","1.51","2014"
"PHO","DET","Mar 22, 2014","98","92","1.26","4.14","2014"
"SAC","SAS","Mar 22, 2014","79","99","3.97","1.27","2014"
"DAL","DEN","Mar 22, 2014","122","106","1.26","4.15","2014"
"DAL","BRK","Mar 23, 2014","104","107","1.50","2.70","2014"
"NYK","CLE","Mar 23, 2014","100","106","1.17","5.46","2014"
"SAC","MIL","Mar 23, 2014","124","107","1.30","3.77","2014"
"DEN","WAS","Mar 23, 2014","105","102","1.84","2.00","2014"
"MIN","PHO","Mar 23, 2014","120","127","1.70","2.24","2014"
"TOR","ATL","Mar 23, 2014","96","86","1.29","3.82","2014"
"GSW","SAS","Mar 23, 2014","90","99","1.63","2.37","2014"
"LAC","DET","Mar 23, 2014","112","103","1.07","9.64","2014"
"UTA","ORL","Mar 23, 2014","89","88","1.52","2.65","2014"
"CHI","PHI","Mar 23, 2014","91","81","1.04","13.56","2014"
"MEM","IND","Mar 23, 2014","82","71","1.71","2.22","2014"
"NOP","MIA","Mar 23, 2014","105","95","2.84","1.45","2014"
"ATL","PHO","Mar 24, 2014","95","102","2.24","1.69","2014"
"MIA","POR","Mar 24, 2014","93","91","1.36","3.25","2014"
"CHO","HOU","Mar 24, 2014","89","100","2.66","1.51","2014"
"LAL","ORL","Mar 24, 2014","103","94","1.55","2.56","2014"
"CLE","TOR","Mar 25, 2014","102","100","2.55","1.55","2014"
"ORL","POR","Mar 25, 2014","95","85","3.18","1.38","2014"
"LAC","MIL","Mar 25, 2014","106","98","1.02","17.67","2014"
"UTA","DET","Mar 25, 2014","94","114","2.06","1.80","2014"
"SAS","PHI","Mar 25, 2014","113","91","1.02","20.00","2014"
"CHI","IND","Mar 25, 2014","89","77","1.83","2.02","2014"
"MEM","MIN","Mar 25, 2014","109","92","1.29","3.83","2014"
"NOP","BRK","Mar 25, 2014","109","104","1.88","1.96","2014"
"OKC","DEN","Mar 25, 2014","117","96","1.13","6.62","2014"
"BOS","TOR","Mar 26, 2014","90","99","2.35","1.64","2014"
"DET","CLE","Mar 26, 2014","96","97","1.38","3.18","2014"
"CHO","BRK","Mar 26, 2014","116","111","1.77","2.10","2014"
"WAS","PHO","Mar 26, 2014","93","99","2.05","1.80","2014"
"LAL","NYK","Mar 26, 2014","127","96","3.60","1.31","2014"
"DAL","OKC","Mar 26, 2014","128","119","2.26","1.68","2014"
"SAS","LAL","Mar 14, 2014","119","85","1.03","18.50","2014"
"NOP","POR","Mar 14, 2014","103","111","2.14","1.75","2014"
"BOS","PHO","Mar 14, 2014","80","87","2.54","1.55","2014"
"MIA","DEN","Mar 14, 2014","107","111","1.14","6.23","2014"
"ORL","WAS","Mar 14, 2014","101","105","2.80","1.46","2014"
"PHI","IND","Mar 14, 2014","94","101","15.61","1.03","2014"
"TOR","MEM","Mar 14, 2014","99","86","1.94","1.90","2014"
"CHO","MIN","Mar 14, 2014","105","93","2.19","1.72","2014"
"OKC","LAL","Mar 14, 2014","131","102","1.03","15.03","2014"
"CHI","SAC","Mar 15, 2014","94","87","1.25","4.16","2014"
"ATL","DEN","Mar 15, 2014","97","92","1.43","2.93","2014"
"DET","IND","Mar 15, 2014","104","112","2.84","1.46","2014"
"PHI","MEM","Mar 15, 2014","77","103","11.28","1.06","2014"
"WAS","BRK","Mar 15, 2014","101","94","2.24","1.70","2014"
"NYK","MIL","Mar 15, 2014","115","94","1.16","5.71","2014"
"GSW","CLE","Mar 15, 2014","94","103","1.21","4.76","2014"
"UTA","LAC","Mar 15, 2014","87","96","4.73","1.21","2014"
"MIN","SAC","Mar 16, 2014","104","102","1.20","4.93","2014"
"OKC","DAL","Mar 16, 2014","86","109","1.31","3.60","2014"
"SAS","UTA","Mar 16, 2014","122","104","1.03","15.22","2014"
"NOP","BOS","Mar 16, 2014","121","120","1.41","3.01","2014"
"MIA","HOU","Mar 16, 2014","113","104","1.42","2.99","2014"
"MIL","CHO","Mar 16, 2014","92","101","3.08","1.40","2014"
"TOR","PHO","Mar 16, 2014","113","121","1.55","2.57","2014"
"DAL","BOS","Mar 17, 2014","94","89","1.11","7.46","2014"
"CHI","OKC","Mar 17, 2014","85","97","2.20","1.71","2014"
"HOU","UTA","Mar 17, 2014","124","86","1.07","9.89","2014"
"BRK","PHO","Mar 17, 2014","108","95","1.59","2.45","2014"
"CHO","ATL","Mar 17, 2014","83","97","1.67","2.28","2014"
"IND","PHI","Mar 17, 2014","99","90","1.02","21.75","2014"
"LAC","CLE","Mar 17, 2014","102","80","1.13","6.62","2014"
"POR","GSW","Mar 17, 2014","112","113","2.12","1.76","2014"
"ATL","TOR","Mar 18, 2014","118","113","2.23","1.69","2014"
"CLE","MIA","Mar 18, 2014","96","100","6.12","1.14","2014"
"DEN","LAC","Mar 18, 2014","110","100","2.59","1.53","2014"
"DAL","MIN","Mar 19, 2014","122","123","1.46","2.81","2014"
"MEM","UTA","Mar 19, 2014","96","86","1.11","7.12","2014"
"NOP","TOR","Mar 19, 2014","100","107","2.23","1.69","2014"
"NYK","IND","Mar 19, 2014","92","86","2.02","1.82","2014"
"BOS","MIA","Mar 19, 2014","101","96","2.64","1.51","2014"
"BRK","CHO","Mar 19, 2014","104","99","1.37","3.21","2014"
"PHI","CHI","Mar 19, 2014","94","102","8.76","1.08","2014"
"GSW","ORL","Mar 19, 2014","103","89","1.09","8.71","2014"
"POR","MIL","Mar 19, 2014","120","115","1.08","8.93","2014"
"SAC","WAS","Mar 19, 2014","117","111","2.05","1.81","2014"
"HOU","MIN","Mar 20, 2014","129","106","1.31","3.68","2014"
"CLE","OKC","Mar 20, 2014","95","102","5.09","1.19","2014"
"LAL","SAS","Mar 20, 2014","109","125","9.64","1.07","2014"
"PHO","ORL","Mar 20, 2014","109","93","1.10","7.93","2014"
"DEN","DET","Mar 20, 2014","118","109","1.33","3.43","2014"
"CLE","NYK","Mar 08, 2014","97","107","1.91","1.93","2014"
"PHI","UTA","Mar 08, 2014","92","104","3.49","1.33","2014"
"GSW","ATL","Mar 08, 2014","111","97","1.21","4.70","2014"
"HOU","IND","Mar 08, 2014","112","86","1.48","2.75","2014"
"DEN","LAL","Mar 08, 2014","134","126","1.19","5.21","2014"
"DAL","POR","Mar 08, 2014","103","98","1.72","2.19","2014"
"MIN","DET","Mar 08, 2014","114","101","1.20","4.94","2014"
"NOP","MIL","Mar 08, 2014","112","104","1.28","3.92","2014"
"DAL","IND","Mar 09, 2014","105","94","2.04","1.81","2014"
"HOU","POR","Mar 09, 2014","118","113","1.37","3.20","2014"
"MIN","TOR","Mar 09, 2014","104","111","1.44","2.90","2014"
"BOS","DET","Mar 09, 2014","118","111","1.90","1.93","2014"
"BRK","SAC","Mar 09, 2014","104","89","1.34","3.41","2014"
"NOP","DEN","Mar 09, 2014","111","107","1.66","2.29","2014"
"LAL","OKC","Mar 09, 2014","114","110","8.22","1.09","2014"
"CHI","MIA","Mar 09, 2014","95","88","2.67","1.51","2014"
"LAC","ATL","Mar 09, 2014","109","108","1.03","14.78","2014"
"MIL","WAS","Mar 09, 2014","107","114","4.10","1.26","2014"
"SAS","ORL","Mar 09, 2014","121","112","1.03","16.92","2014"
"MEM","CHO","Mar 09, 2014","111","89","1.22","4.63","2014"
"MIL","ORL","Mar 10, 2014","105","98","1.96","1.88","2014"
"BRK","TOR","Mar 10, 2014","101","97","1.67","2.27","2014"
"MIA","WAS","Mar 10, 2014","99","90","1.25","4.17","2014"
"NYK","PHI","Mar 10, 2014","123","110","1.04","14.17","2014"
"CHO","DEN","Mar 10, 2014","105","98","1.46","2.83","2014"
"GSW","PHO","Mar 10, 2014","113","107","1.20","4.95","2014"
"CHI","SAS","Mar 11, 2014","96","104","2.73","1.49","2014"
"MEM","POR","Mar 11, 2014","109","99","1.68","2.25","2014"
"MIN","MIL","Mar 11, 2014","112","101","1.04","13.83","2014"
"OKC","HOU","Mar 11, 2014","106","98","1.51","2.64","2014"
"DET","SAC","Mar 11, 2014","99","89","1.68","2.26","2014"
"IND","BOS","Mar 11, 2014","94","83","1.11","7.40","2014"
"LAC","PHO","Mar 11, 2014","112","105","1.16","5.79","2014"
"UTA","ATL","Mar 11, 2014","110","112","2.18","1.72","2014"
"NOP","MEM","Mar 12, 2014","88","90","2.97","1.42","2014"
"BOS","NYK","Mar 12, 2014","92","116","2.52","1.56","2014"
"MIA","BRK","Mar 12, 2014","95","96","1.20","4.98","2014"
"ORL","DEN","Mar 12, 2014","112","120","2.24","1.69","2014"
"PHI","SAC","Mar 12, 2014","98","115","4.96","1.20","2014"
"TOR","DET","Mar 12, 2014","101","87","1.22","4.64","2014"
"WAS","CHO","Mar 12, 2014","85","98","1.41","3.03","2014"
"GSW","DAL","Mar 12, 2014","108","85","1.44","2.90","2014"
"ATL","MIL","Mar 13, 2014","102","97","1.23","4.39","2014"
"CHI","HOU","Mar 13, 2014","111","87","2.39","1.62","2014"
"LAC","GSW","Mar 13, 2014","111","98","1.33","3.49","2014"
"PHO","CLE","Mar 13, 2014","101","110","1.26","4.11","2014"
"SAS","POR","Mar 13, 2014","103","90","1.27","3.98","2014"
"UTA","DAL","Mar 13, 2014","101","108","2.64","1.52","2014"
"MIA","ORL","Mar 01, 2014","112","98","1.05","12.47","2014"
"PHI","WAS","Mar 01, 2014","103","122","6.59","1.13","2014"
"LAL","SAC","Mar 01, 2014","126","122","1.74","2.16","2014"
"PHO","NOP","Mar 01, 2014","116","104","1.33","3.46","2014"
"DAL","CHI","Mar 01, 2014","91","100","1.53","2.59","2014"
"SAS","CHO","Mar 01, 2014","92","82","1.21","4.65","2014"
"NYK","GSW","Mar 01, 2014","103","126","2.97","1.42","2014"
"OKC","MEM","Mar 01, 2014","113","107","1.36","3.27","2014"
"OKC","CHO","Mar 02, 2014","116","99","1.14","6.06","2014"
"SAS","DAL","Mar 02, 2014","112","106","1.36","3.31","2014"
"IND","UTA","Mar 02, 2014","94","91","1.12","6.81","2014"
"ORL","PHI","Mar 02, 2014","92","81","1.15","5.98","2014"
"TOR","GSW","Mar 02, 2014","104","98","2.19","1.72","2014"
"CHI","NYK","Mar 02, 2014","109","90","1.35","3.38","2014"
"LAC","NOP","Mar 02, 2014","108","76","1.12","7.19","2014"
"POR","DEN","Mar 02, 2014","102","96","1.13","6.80","2014"
"SAC","MIN","Mar 02, 2014","97","108","2.65","1.51","2014"
"MEM","CLE","Mar 02, 2014","110","96","1.21","4.74","2014"
"MIL","BRK","Mar 02, 2014","98","107","3.20","1.38","2014"
"BOS","IND","Mar 02, 2014","97","102","3.85","1.29","2014"
"HOU","DET","Mar 02, 2014","118","110","1.16","5.80","2014"
"BRK","CHI","Mar 03, 2014","96","80","1.62","2.38","2014"
"DET","NYK","Mar 03, 2014","96","85","1.57","2.50","2014"
"MIA","CHO","Mar 03, 2014","124","107","1.11","7.34","2014"
"WAS","MEM","Mar 03, 2014","104","110","2.10","1.77","2014"
"PHO","ATL","Mar 03, 2014","129","120","1.27","3.94","2014"
"CLE","SAS","Mar 04, 2014","101","122","3.68","1.31","2014"
"IND","GSW","Mar 04, 2014","96","98","1.48","2.77","2014"
"POR","LAL","Mar 04, 2014","106","107","1.10","7.69","2014"
"SAC","NOP","Mar 04, 2014","96","89","1.53","2.60","2014"
"DEN","MIN","Mar 04, 2014","128","132","2.93","1.44","2014"
"MIL","UTA","Mar 04, 2014","114","88","1.93","1.90","2014"
"BOS","GSW","Mar 05, 2014","88","108","2.71","1.49","2014"
"BRK","MEM","Mar 05, 2014","103","94","1.91","1.93","2014"
"DET","CHI","Mar 05, 2014","94","105","2.53","1.56","2014"
"CHO","IND","Mar 05, 2014","109","87","2.71","1.49","2014"
"ORL","HOU","Mar 05, 2014","89","101","4.12","1.26","2014"
"WAS","UTA","Mar 05, 2014","104","91","1.27","4.01","2014"
"LAL","NOP","Mar 05, 2014","125","132","1.66","2.28","2014"
"PHO","LAC","Mar 05, 2014","96","104","2.59","1.54","2014"
"HOU","MIA","Mar 05, 2014","106","103","1.83","2.03","2014"
"OKC","PHI","Mar 05, 2014","125","92","1.01","27.50","2014"
"POR","ATL","Mar 06, 2014","102","78","1.19","5.17","2014"
"DEN","DAL","Mar 06, 2014","115","110","2.70","1.49","2014"
"MIL","SAC","Mar 06, 2014","102","116","2.39","1.62","2014"
"MIN","NYK","Mar 06, 2014","106","118","1.23","4.38","2014"
"BOS","BRK","Mar 07, 2014","91","84","2.78","1.48","2014"
"NYK","UTA","Mar 07, 2014","108","81","1.33","3.47","2014"
"CHO","CLE","Mar 07, 2014","101","92","1.50","2.69","2014"
"CHI","MEM","Mar 07, 2014","77","85","1.90","1.94","2014"
"TOR","SAC","Mar 07, 2014","99","87","1.34","3.41","2014"
"LAL","LAC","Mar 07, 2014","94","142","6.20","1.14","2014"
"PHO","OKC","Mar 07, 2014","128","122","3.07","1.40","2014"
"SAS","MIA","Mar 07, 2014","111","87","1.63","2.37","2014"
"ATL","NYK","Feb 22, 2014","107","98","1.80","2.07","2014"
"DET","DAL","Feb 22, 2014","102","113","2.37","1.63","2014"
"CHO","MEM","Feb 22, 2014","92","89","2.29","1.67","2014"
"WAS","NOP","Feb 22, 2014","94","93","1.37","3.22","2014"
"LAL","BOS","Feb 22, 2014","101","92","1.85","1.98","2014"
"POR","UTA","Feb 22, 2014","102","94","1.23","4.46","2014"
"PHO","SAS","Feb 22, 2014","106","85","2.04","1.82","2014"
"CHI","DEN","Feb 22, 2014","117","89","1.31","3.65","2014"
"MEM","LAC","Feb 22, 2014","102","96","2.10","1.77","2014"
"CLE","WAS","Feb 23, 2014","83","96","2.05","1.80","2014"
"TOR","ORL","Feb 23, 2014","105","90","1.13","6.45","2014"
"MIA","CHI","Feb 23, 2014","93","79","1.45","2.87","2014"
"OKC","LAC","Feb 23, 2014","117","125","1.43","2.93","2014"
"GSW","BRK","Feb 23, 2014","93","86","1.48","2.73","2014"
"SAC","BOS","Feb 23, 2014","105","98","1.26","4.10","2014"
"UTA","MIN","Feb 23, 2014","104","121","2.71","1.50","2014"
"MIL","IND","Feb 23, 2014","100","110","7.71","1.10","2014"
"DET","GSW","Feb 24, 2014","96","104","2.45","1.59","2014"
"NYK","DAL","Feb 24, 2014","108","110","2.26","1.68","2014"
"PHI","MIL","Feb 24, 2014","110","130","2.26","1.68","2014"
"LAL","BRK","Feb 24, 2014","102","108","2.27","1.68","2014"
"PHO","HOU","Feb 24, 2014","112","115","2.01","1.84","2014"
"POR","MIN","Feb 24, 2014","108","97","1.59","2.46","2014"
"DEN","SAC","Feb 24, 2014","95","109","1.44","2.89","2014"
"ATL","CHI","Feb 25, 2014","103","107","2.16","1.74","2014"
"CLE","TOR","Feb 25, 2014","93","99","2.47","1.58","2014"
"IND","LAL","Feb 25, 2014","118","98","1.07","10.21","2014"
"WAS","ORL","Feb 25, 2014","115","106","1.21","4.81","2014"
"UTA","BOS","Feb 25, 2014","110","98","1.54","2.57","2014"
"NOP","LAC","Feb 25, 2014","110","123","2.65","1.51","2014"
"BOS","ATL","Feb 26, 2014","115","104","1.67","2.28","2014"
"PHI","ORL","Feb 26, 2014","90","101","2.51","1.57","2014"
"SAC","HOU","Feb 26, 2014","103","129","2.60","1.53","2014"
"DEN","POR","Feb 26, 2014","95","100","2.27","1.67","2014"
"PHO","MIN","Feb 26, 2014","101","110","1.56","2.54","2014"
"IND","MIL","Feb 27, 2014","101","96","1.04","14.56","2014"
"TOR","WAS","Feb 27, 2014","129","134","1.52","2.64","2014"
"LAC","HOU","Feb 27, 2014","101","93","1.49","2.72","2014"
"POR","BRK","Feb 27, 2014","124","80","1.82","2.04","2014"
"UTA","PHO","Feb 27, 2014","109","86","1.73","2.16","2014"
"SAS","DET","Feb 27, 2014","120","110","1.15","5.92","2014"
"CHI","GSW","Feb 27, 2014","103","83","2.42","1.61","2014"
"DAL","NOP","Feb 27, 2014","108","89","1.33","3.49","2014"
"MEM","LAL","Feb 27, 2014","108","103","1.12","7.06","2014"
"OKC","CLE","Feb 27, 2014","104","114","1.04","14.08","2014"
"CLE","UTA","Feb 28, 2014","99","79","1.55","2.55","2014"
"DEN","BRK","Feb 28, 2014","89","112","2.16","1.73","2014"
"MIA","NYK","Feb 28, 2014","108","82","1.22","4.53","2014"
"BOS","SAS","Feb 12, 2014","92","104","2.44","1.60","2014"
"BRK","CHO","Feb 12, 2014","105","89","1.31","3.63","2014"
"DET","CLE","Feb 12, 2014","89","93","1.28","3.98","2014"
"NYK","SAC","Feb 12, 2014","101","106","1.40","3.13","2014"
"IND","DAL","Feb 12, 2014","73","81","1.21","4.83","2014"
"ORL","MEM","Feb 12, 2014","81","86","2.06","1.81","2014"
"TOR","ATL","Feb 12, 2014","104","83","1.37","3.26","2014"
"LAL","UTA","Feb 12, 2014","79","96","1.77","2.11","2014"
"POR","OKC","Feb 12, 2014","95","98","1.90","1.94","2014"
"PHO","MIA","Feb 12, 2014","97","103","2.30","1.66","2014"
"MEM","WAS","Feb 12, 2014","92","89","1.56","2.54","2014"
"CHI","ATL","Feb 12, 2014","100","85","1.83","2.02","2014"
"GSW","MIA","Feb 13, 2014","110","111","1.93","1.92","2014"
"LAC","POR","Feb 13, 2014","122","117","1.21","4.73","2014"
"UTA","PHI","Feb 13, 2014","105","100","1.28","3.97","2014"
"HOU","WAS","Feb 13, 2014","113","112","1.23","4.53","2014"
"MIL","NOP","Feb 13, 2014","98","102","4.02","1.27","2014"
"MIN","DEN","Feb 13, 2014","117","90","1.35","3.34","2014"
"LAL","OKC","Feb 14, 2014","103","107","6.19","1.14","2014"
"CHI","BRK","Feb 14, 2014","92","76","1.61","2.41","2014"
"DET","CHO","Feb 18, 2014","96","108","1.51","2.68","2014"
"IND","ATL","Feb 18, 2014","108","98","1.16","5.74","2014"
"PHI","CLE","Feb 18, 2014","85","114","2.54","1.56","2014"
"WAS","TOR","Feb 18, 2014","93","103","1.68","2.25","2014"
"ATL","WAS","Feb 19, 2014","97","114","1.86","1.98","2014"
"CHO","DET","Feb 19, 2014","116","98","1.69","2.23","2014"
"CLE","ORL","Feb 19, 2014","101","93","1.44","2.91","2014"
"TOR","CHI","Feb 19, 2014","92","94","1.64","2.33","2014"
"LAC","SAS","Feb 19, 2014","103","113","1.39","3.11","2014"
"DEN","PHO","Feb 19, 2014","107","112","2.16","1.74","2014"
"DAL","MIA","Feb 19, 2014","106","117","2.17","1.73","2014"
"MEM","NYK","Feb 19, 2014","98","93","1.44","2.89","2014"
"MIL","ORL","Feb 19, 2014","104","100","2.29","1.66","2014"
"LAL","HOU","Feb 20, 2014","108","134","4.21","1.25","2014"
"POR","SAS","Feb 20, 2014","109","111","1.72","2.18","2014"
"SAC","GSW","Feb 20, 2014","92","101","2.70","1.50","2014"
"PHO","BOS","Feb 20, 2014","100","94","1.41","3.05","2014"
"UTA","BRK","Feb 20, 2014","99","105","2.48","1.58","2014"
"MIN","IND","Feb 20, 2014","104","91","2.35","1.64","2014"
"NOP","NYK","Feb 20, 2014","91","98","1.61","2.42","2014"
"DET","ATL","Feb 21, 2014","115","107","1.56","2.52","2014"
"CHO","NOP","Feb 21, 2014","90","87","1.65","2.32","2014"
"ORL","NYK","Feb 21, 2014","129","121","2.42","1.61","2014"
"PHI","DAL","Feb 21, 2014","112","124","10.03","1.07","2014"
"TOR","CLE","Feb 21, 2014","98","91","1.25","4.17","2014"
"GSW","HOU","Feb 21, 2014","102","99","2.03","1.82","2014"
"MIL","DEN","Feb 21, 2014","90","101","2.78","1.47","2014"
"OKC","MIA","Feb 21, 2014","81","103","1.68","2.27","2014"
"CLE","LAL","Feb 05, 2014","108","119","1.33","3.47","2014"
"ORL","DET","Feb 05, 2014","112","98","2.22","1.70","2014"
"PHI","BOS","Feb 05, 2014","108","114","2.30","1.66","2014"
"WAS","SAS","Feb 05, 2014","118","125","2.09","1.78","2014"
"GSW","CHO","Feb 05, 2014","75","91","1.16","5.85","2014"
"PHO","CHI","Feb 05, 2014","92","101","1.29","3.81","2014"
