"Host","Opponent","Date","Tm","Opp","Tm_odd","Opp_odd","Year"
"MIA","CHO","Apr 13, 2012","105","82","1.02","19.79","2012"
"NYK","WAS","Apr 13, 2012","103","65","1.13","6.31","2012"
"IND","CLE","Apr 13, 2012","102","83","1.09","8.63","2012"
"ORL","ATL","Apr 13, 2012","81","109","2.06","1.79","2012"
"TOR","BOS","Apr 13, 2012","84","79","3.84","1.28","2012"
"PHI","BRK","Apr 13, 2012","89","95","1.11","7.13","2012"
"GSW","DAL","Apr 13, 2012","103","112","3.24","1.37","2012"
"SAS","MEM","Apr 13, 2012","107","97","1.40","3.08","2012"
"CHI","MIA","Apr 13, 2012","96","86","1.82","2.02","2012"
"MIN","LAC","Apr 13, 2012","82","95","3.84","1.28","2012"
"BRK","BOS","Apr 14, 2012","82","94","3.52","1.32","2012"
"WAS","CLE","Apr 14, 2012","89","98","1.45","2.84","2012"
"LAC","GSW","Apr 14, 2012","112","104","1.07","9.75","2012"
"LAL","DEN","Apr 14, 2012","103","97","1.61","2.39","2012"
"POR","DAL","Apr 14, 2012","94","97","2.47","1.58","2012"
"DET","MIL","Apr 14, 2012","97","113","2.72","1.48","2012"
"HOU","PHO","Apr 14, 2012","105","112","1.58","2.46","2012"
"NOP","UTA","Apr 14, 2012","96","85","2.51","1.56","2012"
"OKC","SAC","Apr 14, 2012","115","89","1.05","12.03","2012"
"NOP","MEM","Apr 15, 2012","88","75","2.68","1.50","2012"
"ATL","TOR","Apr 15, 2012","86","102","1.17","5.34","2012"
"CHO","BOS","Apr 15, 2012","82","94","3.32","1.35","2012"
"CLE","ORL","Apr 15, 2012","84","100","3.27","1.36","2012"
"DET","CHI","Apr 15, 2012","94","100","5.12","1.18","2012"
"SAC","POR","Apr 15, 2012","104","103","1.68","2.25","2012"
"LAL","DAL","Apr 15, 2012","112","108","1.77","2.11","2012"
"NYK","MIA","Apr 15, 2012","85","93","2.27","1.67","2012"
"SAS","PHO","Apr 15, 2012","105","91","1.20","4.83","2012"
"MIL","IND","Apr 15, 2012","99","105","1.64","2.33","2012"
"MEM","UTA","Apr 15, 2012","103","98","1.21","4.82","2012"
"MIN","OKC","Apr 15, 2012","110","115","7.34","1.11","2012"
"BRK","MIA","Apr 16, 2012","98","101","4.68","1.21","2012"
"CHO","NOP","Apr 16, 2012","67","75","3.21","1.37","2012"
"IND","MIN","Apr 16, 2012","111","88","1.12","6.44","2012"
"ORL","PHI","Apr 16, 2012","113","100","3.03","1.40","2012"
"TOR","ATL","Apr 16, 2012","87","109","3.03","1.41","2012"
"DEN","HOU","Apr 16, 2012","101","86","1.60","2.41","2012"
"DET","CLE","Apr 17, 2012","116","77","1.31","3.64","2012"
"PHI","IND","Apr 17, 2012","97","102","1.65","2.31","2012"
"GSW","SAS","Apr 17, 2012","99","120","5.47","1.17","2012"
"LAC","OKC","Apr 17, 2012","92","77","2.32","1.65","2012"
"PHO","POR","Apr 17, 2012","125","107","1.12","6.83","2012"
"UTA","DAL","Apr 17, 2012","123","121","1.58","2.45","2012"
"CHI","WAS","Apr 17, 2012","84","87","1.08","8.50","2012"
"HOU","DEN","Apr 17, 2012","102","105","1.53","2.59","2012"
"ATL","DET","Apr 18, 2012","116","84","1.20","4.83","2012"
"BRK","NYK","Apr 18, 2012","95","104","4.26","1.25","2012"
"MIA","TOR","Apr 18, 2012","96","72","1.15","5.89","2012"
"CHO","CHI","Apr 18, 2012","68","100","10.46","1.07","2012"
"CLE","PHI","Apr 18, 2012","87","103","4.99","1.19","2012"
"WAS","MIL","Apr 18, 2012","121","112","4.05","1.26","2012"
"LAL","SAS","Apr 18, 2012","91","112","2.25","1.68","2012"
"MIN","MEM","Apr 18, 2012","84","91","4.71","1.21","2012"
"NYK","BOS","Apr 18, 2012","118","110","1.62","2.37","2012"
"IND","BOS","Apr 07, 2012","72","86","1.80","2.05","2012"
"LAL","HOU","Apr 07, 2012","107","112","1.38","3.17","2012"
"DEN","PHO","Apr 07, 2012","105","99","1.66","2.29","2012"
"UTA","GSW","Apr 07, 2012","104","98","1.26","4.08","2012"
"DAL","POR","Apr 07, 2012","97","99","1.38","3.13","2012"
"MIL","CHO","Apr 07, 2012","95","90","1.06","10.71","2012"
"SAS","NOP","Apr 07, 2012","128","103","1.11","7.39","2012"
"OKC","TOR","Apr 08, 2012","91","75","1.07","9.54","2012"
"SAS","UTA","Apr 08, 2012","114","104","1.15","5.68","2012"
"BOS","PHI","Apr 08, 2012","103","79","1.58","2.45","2012"
"BRK","CLE","Apr 08, 2012","122","117","1.28","3.90","2012"
"MIA","DET","Apr 08, 2012","98","75","1.11","7.20","2012"
"NYK","CHI","Apr 08, 2012","100","99","2.28","1.67","2012"
"GSW","DEN","Apr 08, 2012","112","97","2.34","1.63","2012"
"LAC","SAC","Apr 08, 2012","109","94","1.26","4.13","2012"
"PHO","LAL","Apr 08, 2012","125","105","1.82","2.04","2012"
"MIL","POR","Apr 08, 2012","116","94","1.50","2.66","2012"
"CHO","ATL","Apr 08, 2012","96","116","4.37","1.23","2012"
"MEM","DAL","Apr 08, 2012","94","89","1.56","2.51","2012"
"NOP","MIN","Apr 08, 2012","99","90","2.25","1.68","2012"
"PHI","ORL","Apr 08, 2012","82","88","1.42","3.00","2012"
"CHO","WAS","Apr 09, 2012","85","113","1.84","2.00","2012"
"IND","TOR","Apr 09, 2012","103","98","1.13","6.05","2012"
"ORL","DET","Apr 09, 2012","119","89","1.30","3.69","2012"
"SAC","HOU","Apr 09, 2012","87","104","2.47","1.58","2012"
"BRK","PHI","Apr 10, 2012","88","107","3.09","1.40","2012"
"CLE","CHO","Apr 10, 2012","103","90","1.34","3.36","2012"
"MIA","BOS","Apr 10, 2012","107","115","1.28","3.84","2012"
"WAS","ORL","Apr 10, 2012","93","85","2.73","1.49","2012"
"POR","HOU","Apr 10, 2012","89","94","1.69","2.23","2012"
"DEN","GSW","Apr 10, 2012","123","84","1.22","4.63","2012"
"MIN","PHO","Apr 10, 2012","90","114","2.23","1.69","2012"
"UTA","SAS","Apr 10, 2012","91","84","1.59","2.45","2012"
"MEM","LAC","Apr 10, 2012","94","85","1.55","2.53","2012"
"MIL","OKC","Apr 10, 2012","89","109","2.28","1.66","2012"
"NOP","LAL","Apr 10, 2012","91","93","2.46","1.58","2012"
"CLE","IND","Apr 11, 2012","98","104","4.59","1.22","2012"
"TOR","PHI","Apr 11, 2012","75","93","2.64","1.51","2012"
"CHI","NYK","Apr 11, 2012","98","86","1.31","3.56","2012"
"DAL","SAC","Apr 11, 2012","110","100","1.19","5.00","2012"
"CHO","DET","Apr 12, 2012","85","109","2.78","1.47","2012"
"POR","GSW","Apr 12, 2012","118","110","1.55","2.54","2012"
"DEN","MIN","Apr 12, 2012","113","107","1.22","4.49","2012"
"SAS","LAL","Apr 12, 2012","84","98","1.16","5.39","2012"
"BOS","ATL","Apr 12, 2012","88","86","1.69","2.22","2012"
"HOU","UTA","Apr 12, 2012","91","103","1.39","3.09","2012"
"MEM","PHO","Apr 12, 2012","104","93","1.44","2.86","2012"
"MIL","NYK","Apr 12, 2012","107","111","1.54","2.55","2012"
"NOP","SAC","Apr 12, 2012","105","96","1.68","2.28","2012"
"OKC","LAC","Apr 12, 2012","98","100","1.26","4.07","2012"
"HOU","IND","Apr 01, 2012","102","104","1.59","2.44","2012"
"ORL","DEN","Apr 01, 2012","101","104","1.61","2.40","2012"
"TOR","WAS","Apr 01, 2012","99","92","1.36","3.25","2012"
"BOS","MIA","Apr 01, 2012","91","72","2.53","1.55","2012"
"OKC","CHI","Apr 01, 2012","92","78","1.37","3.21","2012"
"LAC","UTA","Apr 01, 2012","105","96","1.45","2.83","2012"
"SAC","BRK","Apr 01, 2012","99","111","1.38","3.15","2012"
"MIL","MEM","Apr 01, 2012","95","99","1.68","2.25","2012"
"SAS","IND","Apr 01, 2012","112","103","1.26","4.09","2012"
"WAS","MIL","Apr 02, 2012","98","112","3.60","1.31","2012"
"LAL","GSW","Apr 02, 2012","120","112","1.13","6.20","2012"
"PHO","NOP","Apr 02, 2012","92","75","1.13","6.22","2012"
"POR","MIN","Apr 02, 2012","119","106","1.63","2.36","2012"
"DET","ORL","Apr 03, 2012","102","95","1.97","1.86","2012"
"MIA","PHI","Apr 03, 2012","99","93","1.31","3.63","2012"
"CLE","SAS","Apr 03, 2012","90","125","5.34","1.17","2012"
"IND","NYK","Apr 03, 2012","112","104","1.39","3.08","2012"
"TOR","CHO","Apr 03, 2012","92","87","1.17","5.40","2012"
"POR","UTA","Apr 03, 2012","97","102","1.74","2.15","2012"
"SAC","MIN","Apr 03, 2012","116","108","1.62","2.38","2012"
"DAL","LAC","Apr 03, 2012","75","94","1.54","2.56","2012"
"CHI","HOU","Apr 03, 2012","93","99","1.25","4.12","2012"
"OKC","MEM","Apr 03, 2012","88","94","1.28","3.90","2012"
"ATL","CHO","Apr 04, 2012","120","93","1.06","10.36","2012"
"BOS","SAS","Apr 04, 2012","86","87","1.92","1.90","2012"
"PHI","TOR","Apr 04, 2012","78","99","1.23","4.38","2012"
"WAS","IND","Apr 04, 2012","96","109","3.07","1.40","2012"
"LAL","BRK","Apr 04, 2012","91","87","1.22","4.54","2012"
"SAC","PHO","Apr 04, 2012","100","109","2.24","1.68","2012"
"MEM","GSW","Apr 04, 2012","98","94","1.30","3.70","2012"
"DET","WAS","Apr 05, 2012","99","94","1.25","4.13","2012"
"ORL","NYK","Apr 05, 2012","80","96","1.66","2.27","2012"
"LAC","LAL","Apr 05, 2012","108","113","1.66","2.28","2012"
"POR","BRK","Apr 05, 2012","101","88","1.22","4.57","2012"
"UTA","PHO","Apr 05, 2012","105","107","1.40","3.10","2012"
"DAL","MEM","Apr 05, 2012","95","85","1.40","3.08","2012"
"MIA","OKC","Apr 05, 2012","98","93","1.65","2.31","2012"
"MIL","CLE","Apr 05, 2012","107","98","1.08","9.19","2012"
"MIN","GSW","Apr 05, 2012","94","97","1.38","3.13","2012"
"NOP","DEN","Apr 05, 2012","94","92","2.65","1.51","2012"
"ATL","DET","Apr 06, 2012","101","96","1.20","4.83","2012"
"BRK","WAS","Apr 06, 2012","110","98","1.29","3.82","2012"
"MIA","MEM","Apr 06, 2012","82","97","1.27","3.98","2012"
"TOR","CLE","Apr 06, 2012","80","84","1.29","3.80","2012"
"IND","OKC","Apr 06, 2012","103","98","2.39","1.61","2012"
"SAC","LAC","Apr 06, 2012","85","93","2.28","1.67","2012"
"CHI","BOS","Apr 06, 2012","93","86","1.34","3.39","2012"
"BRK","UTA","Mar 26, 2012","84","105","1.83","2.01","2012"
"NYK","MIL","Mar 26, 2012","89","80","1.53","2.58","2012"
"CHO","BOS","Mar 26, 2012","95","102","3.29","1.36","2012"
"IND","MIA","Mar 26, 2012","105","90","2.42","1.60","2012"
"TOR","ORL","Mar 26, 2012","101","117","3.11","1.39","2012"
"WAS","DET","Mar 26, 2012","77","79","2.00","1.83","2012"
"LAL","MEM","Mar 26, 2012","96","102","1.35","3.34","2012"
"POR","GSW","Mar 26, 2012","90","87","1.16","5.63","2012"
"OKC","MIA","Mar 26, 2012","103","87","1.81","2.04","2012"
"PHI","CLE","Mar 27, 2012","103","85","1.20","4.86","2012"
"LAC","NOP","Mar 27, 2012","97","85","1.13","6.15","2012"
"CHI","DEN","Mar 27, 2012","91","108","1.26","4.04","2012"
"HOU","SAC","Mar 27, 2012","113","106","1.38","3.17","2012"
"ATL","CHI","Mar 28, 2012","77","98","2.53","1.55","2012"
"BOS","UTA","Mar 28, 2012","94","82","1.60","2.41","2012"
"BRK","IND","Mar 28, 2012","100","84","3.13","1.39","2012"
"CHO","MIN","Mar 28, 2012","83","88","2.84","1.45","2012"
"CLE","DET","Mar 28, 2012","75","87","1.98","1.85","2012"
"NYK","ORL","Mar 28, 2012","108","86","2.03","1.81","2012"
"TOR","DEN","Mar 28, 2012","105","96","2.50","1.57","2012"
"GSW","LAL","Mar 28, 2012","101","104","3.85","1.28","2012"
"PHO","SAS","Mar 28, 2012","100","107","2.05","1.80","2012"
"POR","OKC","Mar 28, 2012","95","109","2.75","1.48","2012"
"DAL","HOU","Mar 28, 2012","90","81","1.32","3.49","2012"
"MEM","MIN","Mar 28, 2012","93","86","1.51","2.64","2012"
"MIL","ATL","Mar 28, 2012","108","101","1.78","2.08","2012"
"IND","WAS","Mar 29, 2012","93","89","1.15","5.79","2012"
"GSW","NOP","Mar 29, 2012","87","102","1.73","2.17","2012"
"LAC","PHO","Mar 29, 2012","103","86","1.31","3.63","2012"
"SAC","SAS","Mar 29, 2012","112","117","2.44","1.59","2012"
"ATL","NYK","Mar 30, 2012","100","90","1.68","2.26","2012"
"CLE","MIL","Mar 30, 2012","84","121","2.69","1.50","2012"
"CHO","DEN","Mar 30, 2012","88","99","4.38","1.24","2012"
"TOR","MIA","Mar 30, 2012","101","113","3.84","1.29","2012"
"WAS","PHI","Mar 30, 2012","97","76","4.48","1.23","2012"
"LAL","OKC","Mar 30, 2012","93","102","1.83","2.01","2012"
"POR","NOP","Mar 30, 2012","99","93","1.21","4.71","2012"
"MIA","DAL","Mar 30, 2012","106","85","1.24","4.32","2012"
"DET","CHO","Mar 31, 2012","110","107","1.29","3.76","2012"
"NYK","CLE","Mar 31, 2012","91","75","1.11","6.94","2012"
"PHI","ATL","Mar 31, 2012","95","90","1.34","3.41","2012"
"LAL","NOP","Mar 31, 2012","88","85","1.06","11.16","2012"
"GSW","BRK","Mar 31, 2012","100","102","1.60","2.42","2012"
"LAC","POR","Mar 31, 2012","98","97","1.16","5.44","2012"
"UTA","SAC","Mar 31, 2012","103","104","1.31","3.60","2012"
"CHI","DET","Mar 31, 2012","83","71","1.10","7.79","2012"
"HOU","MEM","Mar 31, 2012","98","91","1.79","2.07","2012"
"MIN","BOS","Mar 31, 2012","79","100","1.95","1.87","2012"
"ORL","DAL","Mar 31, 2012","98","100","1.46","2.82","2012"
"HOU","LAL","Mar 20, 2012","107","104","2.27","1.66","2012"
"MIA","PHO","Mar 20, 2012","99","95","1.12","6.41","2012"
"NYK","TOR","Mar 20, 2012","106","87","1.20","4.71","2012"
"IND","LAC","Mar 20, 2012","102","89","1.62","2.36","2012"
"DEN","DAL","Mar 20, 2012","95","112","1.53","2.58","2012"
"GSW","MIN","Mar 20, 2012","93","97","1.80","2.05","2012"
"SAS","MIN","Mar 21, 2012","116","100","1.17","5.40","2012"
"NOP","GSW","Mar 21, 2012","92","101","1.77","2.09","2012"
"OKC","LAC","Mar 21, 2012","114","91","1.21","4.75","2012"
"ATL","CLE","Mar 21, 2012","103","102","1.30","3.68","2012"
"BRK","WAS","Mar 21, 2012","89","108","1.50","2.67","2012"
"ORL","PHO","Mar 21, 2012","103","93","1.24","4.26","2012"
"PHI","NYK","Mar 21, 2012","79","82","1.56","2.52","2012"
"TOR","CHI","Mar 21, 2012","82","94","3.75","1.29","2012"
"POR","MIL","Mar 21, 2012","87","116","1.62","2.36","2012"
"SAC","MEM","Mar 21, 2012","119","110","2.26","1.67","2012"
"UTA","OKC","Mar 21, 2012","97","90","2.27","1.66","2012"
"HOU","GSW","Mar 22, 2012","109","83","1.27","3.94","2012"
"MIL","BOS","Mar 22, 2012","91","100","1.57","2.47","2012"
"NOP","LAC","Mar 22, 2012","97","90","2.59","1.53","2012"
"WAS","IND","Mar 22, 2012","83","85","3.45","1.33","2012"
"DAL","LAL","Mar 22, 2012","93","109","1.53","2.61","2012"
"DEN","DET","Mar 22, 2012","116","115","1.23","4.34","2012"
"SAS","DAL","Mar 23, 2012","104","87","1.57","2.49","2012"
"OKC","MIN","Mar 23, 2012","149","140","1.14","5.97","2012"
"PHI","BOS","Mar 23, 2012","99","86","1.32","3.56","2012"
"ATL","BRK","Mar 23, 2012","93","84","1.31","3.59","2012"
"DET","MIA","Mar 23, 2012","73","88","4.78","1.20","2012"
"CHO","MIL","Mar 23, 2012","92","112","3.57","1.31","2012"
"IND","PHO","Mar 23, 2012","111","113","1.61","2.40","2012"
"ORL","CLE","Mar 23, 2012","93","80","1.18","5.10","2012"
"TOR","NYK","Mar 23, 2012","96","79","2.89","1.44","2012"
"POR","MEM","Mar 23, 2012","97","93","1.96","1.87","2012"
"SAC","UTA","Mar 23, 2012","102","103","1.77","2.09","2012"
"MIL","IND","Mar 24, 2012","104","125","1.55","2.55","2012"
"CHI","TOR","Mar 24, 2012","102","101","1.08","8.91","2012"
"HOU","DAL","Mar 24, 2012","99","101","1.67","2.27","2012"
"NOP","SAS","Mar 24, 2012","86","89","2.74","1.49","2012"
"BRK","CHO","Mar 24, 2012","102","89","1.39","3.12","2012"
"NYK","DET","Mar 24, 2012","101","79","1.13","6.43","2012"
"WAS","ATL","Mar 24, 2012","92","95","2.25","1.68","2012"
"LAC","MEM","Mar 24, 2012","101","85","1.76","2.12","2012"
"LAL","POR","Mar 24, 2012","103","96","1.17","5.43","2012"
"UTA","DEN","Mar 24, 2012","121","102","1.79","2.07","2012"
"SAS","PHI","Mar 25, 2012","93","76","1.66","2.28","2012"
"ATL","UTA","Mar 25, 2012","139","133","1.89","1.93","2012"
"BOS","WAS","Mar 25, 2012","88","76","1.19","5.06","2012"
"MIN","DEN","Mar 25, 2012","117","100","1.79","2.06","2012"
"CLE","PHO","Mar 25, 2012","83","108","2.49","1.57","2012"
"GSW","SAC","Mar 25, 2012","111","108","1.81","2.04","2012"
"SAS","ORL","Mar 14, 2012","122","111","1.30","3.74","2012"
"HOU","CHO","Mar 14, 2012","107","87","1.25","4.15","2012"
"MIL","CLE","Mar 14, 2012","115","105","1.34","3.41","2012"
"NOP","LAL","Mar 14, 2012","101","107","2.63","1.52","2012"
"BRK","TOR","Mar 14, 2012","98","84","1.76","2.12","2012"
"NYK","POR","Mar 14, 2012","121","79","1.41","3.04","2012"
"IND","PHI","Mar 14, 2012","111","94","1.97","1.85","2012"
"SAC","GSW","Mar 14, 2012","89","115","1.64","2.35","2012"
"DEN","ATL","Mar 14, 2012","118","117","1.49","2.71","2012"
"DAL","CHO","Mar 15, 2012","101","96","1.04","13.36","2012"
"NOP","WAS","Mar 15, 2012","89","99","1.58","2.46","2012"
"GSW","BOS","Mar 15, 2012","103","105","2.70","1.49","2012"
"LAC","ATL","Mar 15, 2012","96","82","1.32","3.55","2012"
"PHO","UTA","Mar 15, 2012","120","111","1.52","2.62","2012"
"SAC","DET","Mar 15, 2012","112","124","1.61","2.41","2012"
"CHI","MIA","Mar 15, 2012","106","102","2.33","1.64","2012"
"CHI","POR","Mar 16, 2012","89","100","1.21","4.76","2012"
"MEM","TOR","Mar 16, 2012","110","114","1.15","5.70","2012"
"ATL","WAS","Mar 16, 2012","102","88","1.11","7.09","2012"
"NYK","IND","Mar 16, 2012","115","100","1.54","2.55","2012"
"ORL","BRK","Mar 16, 2012","86","70","1.10","7.74","2012"
"PHI","MIA","Mar 16, 2012","78","84","2.47","1.58","2012"
"LAC","PHO","Mar 16, 2012","87","91","1.20","4.90","2012"
"DEN","OKC","Mar 16, 2012","90","103","2.14","1.74","2012"
"UTA","MIN","Mar 16, 2012","111","105","1.69","2.24","2012"
"BRK","NOP","Mar 17, 2012","94","102","1.68","2.25","2012"
"CHI","PHI","Mar 17, 2012","89","80","1.55","2.54","2012"
"CHO","TOR","Mar 17, 2012","107","103","1.99","1.85","2012"
"IND","NYK","Mar 17, 2012","88","102","1.54","2.57","2012"
"LAC","HOU","Mar 17, 2012","95","91","1.30","3.72","2012"
"GSW","MIL","Mar 17, 2012","98","120","2.06","1.79","2012"
"LAL","MIN","Mar 17, 2012","97","92","1.28","3.85","2012"
"PHO","DET","Mar 17, 2012","109","101","1.50","2.69","2012"
"SAC","BOS","Mar 17, 2012","120","95","2.43","1.59","2012"
"OKC","SAS","Mar 17, 2012","105","114","1.50","2.70","2012"
"MIA","ORL","Mar 18, 2012","91","81","1.21","4.73","2012"
"MEM","WAS","Mar 18, 2012","97","92","1.08","9.02","2012"
"SAC","MIN","Mar 18, 2012","115","99","2.09","1.78","2012"
"LAC","DET","Mar 18, 2012","87","83","1.30","3.69","2012"
"CLE","ATL","Mar 18, 2012","87","103","2.17","1.73","2012"
"DAL","SAS","Mar 18, 2012","106","99","1.66","2.29","2012"
"DEN","BOS","Mar 18, 2012","98","91","1.37","3.21","2012"
"UTA","GSW","Mar 18, 2012","99","92","1.28","3.86","2012"
"ORL","CHI","Mar 19, 2012","59","85","1.75","2.13","2012"
"ATL","BOS","Mar 19, 2012","76","79","1.77","2.09","2012"
"BRK","CLE","Mar 19, 2012","100","105","1.56","2.52","2012"
"CHO","PHI","Mar 19, 2012","80","105","5.73","1.15","2012"
"LAL","UTA","Mar 19, 2012","99","103","1.11","7.09","2012"
"OKC","POR","Mar 19, 2012","111","95","1.20","4.90","2012"
"PHO","HOU","Mar 19, 2012","99","86","1.41","3.01","2012"
"GSW","MEM","Mar 08, 2012","92","110","1.89","1.93","2012"
"SAC","NOP","Mar 08, 2012","99","98","1.49","2.70","2012"
"DEN","CLE","Mar 08, 2012","99","100","1.14","5.87","2012"
"SAS","NYK","Mar 08, 2012","118","105","1.29","3.75","2012"
"BRK","LAC","Mar 08, 2012","101","100","3.65","1.30","2012"
"MIL","CHI","Mar 08, 2012","104","106","3.67","1.30","2012"
"MIN","POR","Mar 08, 2012","106","94","1.93","1.90","2012"
"OKC","PHO","Mar 08, 2012","115","104","1.16","5.45","2012"
"BOS","POR","Mar 09, 2012","104","86","1.69","2.24","2012"
"DET","ATL","Mar 09, 2012","86","85","2.06","1.79","2012"
"CHO","BRK","Mar 09, 2012","74","83","2.03","1.81","2012"
"PHI","UTA","Mar 09, 2012","104","91","1.33","3.50","2012"
"PHO","DAL","Mar 09, 2012","96","94","2.40","1.61","2012"
"CHI","ORL","Mar 09, 2012","94","99","1.38","3.18","2012"
"DET","TOR","Mar 10, 2012","105","86","1.72","2.19","2012"
"MIA","IND","Mar 10, 2012","93","91","1.18","5.21","2012"
"WAS","POR","Mar 10, 2012","99","110","2.97","1.42","2012"
"SAC","DAL","Mar 10, 2012","110","97","2.02","1.81","2012"
"DEN","NOP","Mar 10, 2012","110","97","1.12","6.40","2012"
"MIL","NYK","Mar 10, 2012","119","114","1.99","1.84","2012"
"SAS","LAC","Mar 10, 2012","108","120","1.56","2.52","2012"
"MIN","LAL","Mar 10, 2012","102","105","2.08","1.81","2012"
"OKC","CLE","Mar 10, 2012","90","96","1.06","10.43","2012"
"DEN","MEM","Mar 11, 2012","91","94","1.38","3.16","2012"
"CLE","HOU","Mar 11, 2012","118","107","1.71","2.20","2012"
"ORL","IND","Mar 11, 2012","107","94","1.45","2.86","2012"
"TOR","MIL","Mar 11, 2012","99","105","2.07","1.80","2012"
"LAL","BOS","Mar 11, 2012","97","94","1.46","2.79","2012"
"NYK","PHI","Mar 11, 2012","94","106","1.70","2.22","2012"
"GSW","DAL","Mar 11, 2012","111","87","1.59","2.48","2012"
"PHO","MEM","Mar 11, 2012","98","91","2.03","1.82","2012"
"BRK","HOU","Mar 11, 2012","106","112","3.17","1.39","2012"
"CHI","UTA","Mar 11, 2012","111","97","1.12","6.64","2012"
"MIN","NOP","Mar 11, 2012","89","95","1.25","4.17","2012"
"OKC","CHO","Mar 11, 2012","122","95","1.02","18.00","2012"
"SAS","WAS","Mar 12, 2012","112","97","1.05","12.14","2012"
"CHI","NYK","Mar 12, 2012","104","99","1.22","4.60","2012"
"NOP","CHO","Mar 12, 2012","71","73","1.36","3.28","2012"
"BRK","MIL","Mar 12, 2012","99","105","2.33","1.64","2012"
"LAC","GSW","Mar 12, 2012","93","97","1.28","3.83","2012"
"SAC","ATL","Mar 12, 2012","99","106","1.80","2.04","2012"
"DAL","WAS","Mar 13, 2012","107","98","1.07","9.43","2012"
"MEM","LAL","Mar 13, 2012","111","116","1.84","1.99","2012"
"OKC","HOU","Mar 13, 2012","103","104","1.11","7.41","2012"
"CLE","TOR","Mar 13, 2012","88","96","1.56","2.52","2012"
"IND","POR","Mar 13, 2012","92","75","1.59","2.43","2012"
"ORL","MIA","Mar 13, 2012","104","98","2.53","1.55","2012"
"LAC","BOS","Mar 13, 2012","85","94","1.44","2.87","2012"
"PHO","MIN","Mar 13, 2012","124","127","1.58","2.47","2012"
"UTA","DET","Mar 13, 2012","105","90","1.34","3.41","2012"
"ATL","MIL","Mar 02, 2012","99","94","1.54","2.56","2012"
"BOS","BRK","Mar 02, 2012","107","94","1.39","3.13","2012"
"CLE","CHI","Mar 02, 2012","91","112","5.36","1.17","2012"
"TOR","MEM","Mar 02, 2012","99","102","2.46","1.58","2012"
"POR","MIA","Mar 02, 2012","93","107","2.50","1.57","2012"
"SAC","LAC","Mar 02, 2012","100","108","2.44","1.59","2012"
"PHO","MIN","Mar 02, 2012","104","95","1.54","2.57","2012"
"ORL","OKC","Mar 02, 2012","102","105","1.96","1.87","2012"
"ATL","OKC","Mar 03, 2012","97","90","3.14","1.39","2012"
"ORL","MIL","Mar 03, 2012","114","98","1.17","5.33","2012"
"WAS","CLE","Mar 03, 2012","101","98","1.58","2.47","2012"
